model,building_id,primary_use,square_feet,requested_days,expected_measurements,actual_measurements,response_time_s,endpoint_used,chars
gpt-oss:20b,1143,Office,96612,25,600,600,326.33487,native:/api/generate,13799
gpt-oss:20b,1143,Office,96612,26,624,624,650.703697,openai:/v1/chat/completions,13727
gpt-oss:20b,1143,Office,96612,27,648,648,310.331188,native:/api/generate,12959
gpt-oss:20b,1143,Office,96612,28,672,261,144.510531,native:/api/generate,5996
gpt-oss:20b,1143,Office,96612,29,696,696,677.763042,openai:/v1/chat/completions,16007
gpt-oss:20b,1143,Office,96612,30,720,720,671.944455,openai:/v1/chat/completions,14398
gpt-oss:20b,11,Education,49073,3,72,72,107.449532,native:/api/generate,1511
gpt-oss:20b,11,Education,49073,4,96,96,329.676995,native:/api/generate,2207
gpt-oss:20b,11,Education,49073,5,120,120,1081.58268,native:/api/generate,2519
gpt-oss:20b,11,Education,49073,1,24,24,87.279216,native:/api/generate,503
gpt-oss:20b,11,Education,49073,6,144,144,881.120289,native:/api/generate,3298
gpt-oss:20b,11,Education,49073,2,48,48,180.656321,native:/api/generate,1007
gpt-oss:20b,11,Education,49073,7,168,168,250.21039,native:/api/generate,3472
gpt-oss:20b,11,Education,49073,3,72,72,316.737821,native:/api/generate,1727
gpt-oss:20b,11,Education,49073,8,192,169,258.551416,native:/api/generate,4055
gpt-oss:20b,11,Education,49073,4,96,96,225.080559,native:/api/generate,2303
gpt-oss:20b,11,Education,49073,9,216,216,194.302638,native:/api/generate,5183
gpt-oss:20b,11,Education,49073,5,120,120,244.970573,native:/api/generate,2757
gpt-oss:20b,11,Education,49073,6,144,144,348.737383,native:/api/generate,3741
gpt-oss:20b,11,Education,49073,10,240,240,615.563073,openai:/v1/chat/completions,4949
gpt-oss:20b,11,Education,49073,7,168,168,218.8847,native:/api/generate,3527
gpt-oss:20b,11,Education,49073,11,264,264,594.107294,openai:/v1/chat/completions,5543
gpt-oss:20b,11,Education,49073,12,288,288,340.745704,native:/api/generate,6623
gpt-oss:20b,11,Education,49073,8,192,192,1020.71688,native:/api/generate,4607
gpt-oss:20b,11,Education,49073,13,312,312,350.537325,native:/api/generate,7174
gpt-oss:20b,11,Education,49073,9,216,216,312.438481,native:/api/generate,4535
gpt-oss:20b,11,Education,49073,14,336,336,279.985512,native:/api/generate,7727
gpt-oss:20b,11,Education,49073,10,240,240,307.531142,native:/api/generate,5037
gpt-oss:20b,11,Education,49073,15,360,360,351.983367,native:/api/generate,7529
gpt-oss:20b,11,Education,49073,11,264,264,322.827621,native:/api/generate,5543
gpt-oss:20b,11,Education,49073,16,384,384,672.036704,openai:/v1/chat/completions,8063
gpt-oss:20b,11,Education,49073,12,288,288,693.586482,openai:/v1/chat/completions,6047
gpt-oss:20b,11,Education,49073,17,408,408,699.44671,openai:/v1/chat/completions,9791
gpt-oss:20b,11,Education,49073,18,432,288,315.948207,native:/api/generate,6906
gpt-oss:20b,11,Education,49073,13,312,312,1038.619451,native:/api/generate,6550
gpt-oss:20b,11,Education,49073,14,336,336,1057.035669,native:/api/generate,7055
gpt-oss:20b,11,Education,49073,20,480,480,358.374539,native:/api/generate,10079
gpt-oss:20b,11,Education,49073,22,528,528,493.730513,native:/api/generate,11087
gpt-oss:20b,11,Education,49073,26,624,624,1080.66815,native:/api/generate,14975
gpt-oss:20b,11,Education,49073,27,648,649,346.481179,native:/api/generate,15592
gpt-oss:20b,11,Education,49073,28,672,672,698.781094,openai:/v1/chat/completions,16127
gpt-oss:20b,11,Education,49073,29,696,694,1770.842654,native:/api/generate,14573
gpt-oss:20b,11,Education,49073,30,720,720,300.520873,native:/api/generate,15119
gpt-oss:20b,11,Education,49073,31,744,744,1069.045209,native:/api/generate,17854
gpt-oss:20b,105,Education,50623,1,24,24,26.570887,native:/api/generate,575
gpt-oss:20b,105,Education,50623,2,48,48,118.764498,native:/api/generate,971
gpt-oss:20b,105,Education,50623,3,72,72,49.599438,native:/api/generate,1655
gpt-oss:20b,105,Education,50623,4,96,96,112.848025,native:/api/generate,1927
gpt-oss:20b,105,Education,50623,5,120,120,84.477999,native:/api/generate,2759
gpt-oss:20b,105,Education,50623,6,144,144,134.967156,native:/api/generate,3597
gpt-oss:20b,105,Education,50623,7,168,168,172.271399,native:/api/generate,4199
gpt-oss:20b,105,Education,50623,8,192,192,147.548888,native:/api/generate,3839
gpt-oss:20b,105,Education,50623,9,216,216,132.978668,native:/api/generate,4967
gpt-oss:20b,105,Education,50623,10,240,240,157.029592,native:/api/generate,5279
gpt-oss:20b,105,Education,50623,11,264,264,169.00399,native:/api/generate,6071
gpt-oss:20b,105,Education,50623,12,288,288,233.406029,native:/api/generate,6336
gpt-oss:20b,105,Education,50623,13,312,312,209.916153,native:/api/generate,7175
gpt-oss:20b,105,Education,50623,14,336,336,254.299255,native:/api/generate,7727
gpt-oss:20b,105,Education,50623,15,360,360,239.95439,native:/api/generate,7919
gpt-oss:20b,1143,Office,96612,31,744,744,75.941584,native:/api/generate,17111
gpt-oss:20b,11,Education,49073,19,456,456,154.813603,native:/api/generate,10485
gpt-oss:20b,11,Education,49073,21,504,504,186.442606,native:/api/generate,10583
gpt-oss:20b,11,Education,49073,23,552,552,251.485038,native:/api/generate,11591
gpt-oss:20b,11,Education,49073,24,576,576,647.637508,openai:/v1/chat/completions,12095
gpt-oss:20b,11,Education,49073,25,600,600,331.671156,native:/api/generate,14399
gpt-oss:20b,105,Education,50623,16,384,384,570.818317,openai:/v1/chat/completions,8831
gpt-oss:20b,105,Education,50623,17,408,408,221.956772,native:/api/generate,9383
gpt-oss:20b,105,Education,50623,18,432,432,250.040177,native:/api/generate,11231
gpt-oss:20b,105,Education,50623,19,456,433,202.059725,native:/api/generate,10828
gpt-oss:20b,105,Education,50623,20,480,480,962.214999,native:/api/generate,11039
gpt-oss:20b,105,Education,50623,21,504,504,612.280433,openai:/v1/chat/completions,11087
gpt-oss:20b,105,Education,50623,22,528,528,245.015012,native:/api/generate,10559
gpt-oss:20b,105,Education,50623,23,552,552,279.025052,native:/api/generate,12695
gpt-oss:20b,105,Education,50623,24,576,576,254.040992,native:/api/generate,13245
gpt-oss:20b,105,Education,50623,25,600,600,308.198183,native:/api/generate,14399
gpt-oss:20b,105,Education,50623,26,624,624,697.495258,openai:/v1/chat/completions,16223
gpt-oss:20b,105,Education,50623,27,648,648,325.042893,native:/api/generate,16846
gpt-oss:20b,105,Education,50623,28,672,672,712.42052,openai:/v1/chat/completions,17471
gpt-oss:20b,105,Education,50623,29,696,696,337.697134,native:/api/generate,16703
gpt-oss:20b,105,Education,50623,30,720,720,341.426028,native:/api/generate,16559
gpt-oss:20b,105,Education,50623,31,744,740,1797.510023,native:/api/generate,17115
gpt-oss:20b,1246,Office,50327,1,24,24,139.00213,native:/api/generate,527
gpt-oss:20b,1246,Office,50327,2,48,48,55.395287,native:/api/generate,1103
gpt-oss:20b,1246,Office,50327,3,72,72,38.574509,native:/api/generate,1727
gpt-oss:20b,1246,Office,50327,4,96,96,73.543333,native:/api/generate,2207
gpt-oss:20b,1246,Office,50327,5,120,120,58.563765,native:/api/generate,2759
gpt-oss:20b,1246,Office,50327,6,144,144,75.5466,native:/api/generate,3310
gpt-oss:20b,1246,Office,50327,7,168,168,154.162087,native:/api/generate,3863
gpt-oss:20b,1246,Office,50327,8,192,192,126.871248,native:/api/generate,4415
gpt-oss:20b,1246,Office,50327,9,216,216,97.558923,native:/api/generate,4967
gpt-oss:20b,1246,Office,50327,10,240,240,289.929009,native:/api/generate,5519
gpt-oss:20b,1246,Office,50327,11,264,264,215.250452,native:/api/generate,6071
gpt-oss:20b,1246,Office,50327,12,288,288,181.673459,native:/api/generate,6335
gpt-oss:20b,1246,Office,50327,13,312,312,187.897991,native:/api/generate,6863
gpt-oss:20b,1246,Office,50327,14,336,336,235.540112,native:/api/generate,7391
gpt-oss:20b,1246,Office,50327,15,360,360,180.085274,native:/api/generate,8279
gpt-oss:20b,1246,Office,50327,16,384,384,192.656972,native:/api/generate,9214
gpt-oss:20b,1246,Office,50327,17,408,408,265.36873,native:/api/generate,9383
gpt-oss:20b,1246,Office,50327,18,432,432,256.965971,native:/api/generate,9502
gpt-oss:20b,1246,Office,50327,19,456,456,226.674028,native:/api/generate,10487
gpt-oss:20b,1246,Office,50327,20,480,480,244.362805,native:/api/generate,11519
gpt-oss:20b,1246,Office,50327,21,504,504,297.827547,native:/api/generate,11591
gpt-oss:20b,1246,Office,50327,22,528,528,240.100277,native:/api/generate,10559
gpt-oss:20b,1246,Office,50327,23,552,552,318.252483,native:/api/generate,13247
gpt-oss:20b,1246,Office,50327,24,576,576,326.521493,native:/api/generate,13247
gpt-oss:20b,1246,Office,50327,25,600,577,251.11929,native:/api/generate,11539
gpt-oss:20b,1246,Office,50327,26,624,618,305.560225,native:/api/generate,16676
gpt-oss:20b,1246,Office,50327,27,648,456,210.987326,native:/api/generate,10482
gpt-oss:20b,1246,Office,50327,28,672,672,1058.297052,native:/api/generate,16799
gpt-oss:20b,1246,Office,50327,29,696,696,697.584199,openai:/v1/chat/completions,15311
gpt-oss:20b,1246,Office,50327,30,720,288,168.854318,native:/api/generate,6332
